time,boat_cx,boat_cy,world_cx,world_cy,theta
0.11863398551940918
0.2936270236968994,660.0,182.0,665.0,440.0,0.37441301989319264
0.433882474899292,660.0,182.0,665.0,440.0,0.3813213728569405
0.5725612640380859,660.0,182.0,665.0,440.0,0.37942515034083757
0.7005558013916016,660.0,182.0,665.0,440.0,0.3813213728569405
0.8389582633972168,660.0,182.0,665.0,440.0,0.3813213728569405
0.9691073894500732,660.0,182.0,665.0,440.0,0.37441301989319264
1.1066710948944092,660.0,182.0,665.0,440.0,0.37441301989319264
1.2492139339447021,660.0,182.0,665.0,440.0,0.37441301989319264
1.4226598739624023,660.0,182.0,665.0,440.0,0.37441301989319264
1.5467643737792969,660.0,182.0,665.0,440.0,0.3813213728569405
1.6784663200378418,660.0,182.0,665.0,440.0,0.37942515034083757
1.8249049186706543,660.0,182.0,665.0,440.0,0.37942515034083757
2.0017433166503906,660.0,182.0,665.0,440.0,0.37441301989319264
2.1732513904571533,660.0,182.0,665.0,440.0,0.37942515034083757
2.2986655235290527,660.0,182.0,665.0,440.0,0.37942515034083757
2.4223177433013916,660.0,182.0,665.0,440.0,0.37441301989319264
2.5503082275390625,660.0,182.0,665.0,440.0,0.37441301989319264
2.6814801692962646,660.0,182.0,665.0,440.0,0.37441301989319264
2.8400957584381104,660.0,182.0,665.0,440.0,0.3813213728569405
3.016301155090332,660.0,182.0,665.0,440.0,0.3813213728569405
3.1811726093292236,660.0,182.0,665.0,440.0,0.37628756708468186
3.3488218784332275,660.0,182.0,665.0,440.0,0.37942515034083757
3.5090737342834473,660.0,182.0,665.0,440.0,0.37942515034083757
3.6384849548339844,660.0,182.0,665.0,440.0,0.37942515034083757
3.801298141479492,660.0,182.0,665.0,440.0,0.37942515034083757
3.965829372406006,660.0,182.0,665.0,440.0,0.3813213728569405
4.128659009933472,660.0,182.0,665.0,440.0,0.37441301989319264
4.278889417648315,660.0,182.0,665.0,440.0,0.3813213728569405
4.4407594203948975,660.0,182.0,665.0,440.0,0.3813213728569405
4.613614320755005,660.0,182.0,665.0,440.0,0.37942515034083757
4.781920433044434,660.0,182.0,665.0,440.0,0.3813213728569405
4.947515487670898,660.0,182.0,665.0,440.0,0.37942515034083757
5.102764844894409,660.0,182.0,665.0,440.0,0.37441301989319264
5.250609636306763,660.0,182.0,665.0,440.0,0.37441301989319264
5.415802478790283,660.0,182.0,665.0,440.0,0.37441301989319264
5.573790550231934,660.0,182.0,665.0,440.0,0.37942515034083757
5.730938196182251,660.0,182.0,665.0,440.0,0.37942515034083757
5.899555444717407,660.0,182.0,665.0,440.0,0.37942515034083757
6.073655605316162,660.0,182.0,665.0,440.0,0.37942515034083757
6.2497313022613525,660.0,182.0,665.0,440.0,0.37942515034083757
6.424978017807007,660.0,182.0,665.0,440.0,0.37942515034083757
6.587318658828735,660.0,182.0,665.0,440.0,0.3813213728569405
6.750715494155884,660.0,182.0,665.0,440.0,0.37942515034083757
6.8732523918151855,660.0,182.0,665.0,440.0,0.37441301989319264
7.028010368347168,660.0,182.0,665.0,440.0,0.37942515034083757
7.189356565475464,660.0,182.0,665.0,440.0,0.37441301989319264
7.353226661682129,660.0,182.0,665.0,440.0,0.37441301989319264
7.514045238494873,660.0,182.0,665.0,440.0,0.3813213728569405
7.674658298492432,660.0,182.0,665.0,440.0,0.37441301989319264
7.838865756988525,660.0,182.0,665.0,440.0,0.37942515034083757
8.014086484909058,660.0,182.0,665.0,440.0,0.37942515034083757
8.173018455505371,660.0,182.0,665.0,440.0,0.37942515034083757
8.347553968429565,660.0,182.0,665.0,440.0,0.37942515034083757
8.51117491722107,659.0,182.0,665.0,440.0,0.37877857447232127
8.669301271438599,659.0,182.0,665.0,440.0,0.38251979721044427
8.826716184616089,659.0,182.0,665.0,440.0,0.38441840356072
8.990272283554077,660.0,182.0,665.0,440.0,0.37441301989319264
9.154470205307007,660.0,182.0,665.0,440.0,0.37942515034083757
9.336307525634766,660.0,182.0,665.0,440.0,0.37942515034083757
9.490025758743286,660.0,182.0,665.0,440.0,0.3813213728569405
9.658209562301636,660.0,182.0,665.0,440.0,0.3813213728569405
9.81120753288269,660.0,182.0,665.0,440.0,0.37441301989319264
9.970593214035034,660.0,182.0,665.0,440.0,0.37628756708468186
10.123912572860718,660.0,182.0,665.0,440.0,0.37441301989319264
10.286214113235474,660.0,182.0,665.0,440.0,0.37441301989319264
10.450891017913818,660.0,182.0,665.0,440.0,0.37942515034083757
10.609276533126831,660.0,182.0,665.0,440.0,0.37942515034083757
10.766272783279419,660.0,182.0,665.0,440.0,0.3813213728569405
10.949930429458618,660.0,182.0,665.0,440.0,0.37942515034083757
11.103805541992188,660.0,182.0,665.0,440.0,0.37942515034083757
11.253739356994629,660.0,182.0,665.0,440.0,0.3813213728569405
11.403685808181763,660.0,182.0,665.0,440.0,0.37942515034083757
11.569709539413452,660.0,182.0,665.0,440.0,0.37942515034083757
11.733078718185425,660.0,182.0,665.0,440.0,0.3813213728569405
11.89469838142395,660.0,182.0,665.0,440.0,0.37942515034083757
12.058103322982788,660.0,182.0,665.0,440.0,0.37441301989319264
12.218533992767334,660.0,182.0,665.0,440.0,0.37441301989319264
12.390491962432861,660.0,182.0,665.0,440.0,0.37942515034083757
12.553642749786377,660.0,182.0,665.0,440.0,0.37441301989319264
12.714328289031982,660.0,182.0,665.0,440.0,0.37628756708468186
12.868115901947021,660.0,182.0,665.0,440.0,0.37628756708468186
13.018728971481323,660.0,182.0,665.0,440.0,0.37441301989319264
13.166314125061035,660.0,182.0,665.0,440.0,0.37441301989319264
13.324390172958374,660.0,182.0,665.0,440.0,0.37942515034083757
13.489195823669434,660.0,182.0,665.0,440.0,0.37942515034083757
13.643785238265991,660.0,182.0,665.0,440.0,0.37441301989319264
13.799468040466309,660.0,182.0,665.0,440.0,0.37441301989319264
13.966915845870972,660.0,182.0,665.0,440.0,0.37942515034083757
14.120244264602661,660.0,182.0,665.0,440.0,0.37942515034083757
14.285758972167969,660.0,182.0,665.0,440.0,0.37942515034083757
14.450855493545532,660.0,182.0,665.0,440.0,0.37942515034083757
14.604915857315063,660.0,182.0,665.0,440.0,0.37942515034083757
14.768612146377563,660.0,182.0,665.0,440.0,0.37942515034083757
14.924963474273682,660.0,182.0,665.0,440.0,0.3813213728569405
15.088832139968872,660.0,182.0,665.0,440.0,0.37942515034083757
15.25509786605835,660.0,182.0,665.0,440.0,0.37942515034083757
15.420858144760132,660.0,182.0,665.0,440.0,0.37942515034083757
15.581686019897461,660.0,182.0,665.0,440.0,0.37441301989319264
15.753480195999146,660.0,182.0,665.0,440.0,0.37441301989319264
15.87498140335083,660.0,182.0,665.0,440.0,0.37942515034083757
16.026865243911743,660.0,182.0,665.0,440.0,0.37942515034083757
16.18804955482483,660.0,182.0,665.0,440.0,0.3813213728569405
16.350967168807983,660.0,182.0,665.0,440.0,0.3813213728569405
16.515743494033813
16.664427518844604,660.0,182.0,665.0,440.0,0.3813213728569405
16.816940307617188
16.971688747406006
17.12279963493347
17.27917456626892,660.0,182.0,665.0,440.0,0.37441301989319264
17.43795418739319,660.0,182.0,665.0,440.0,0.37942515034083757
17.587339639663696,660.0,182.0,665.0,440.0,0.37441301989319264
17.755178451538086,660.0,182.0,665.0,440.0,0.37942515034083757
17.91667628288269,660.0,182.0,665.0,440.0,0.37942515034083757
18.08272075653076,660.0,182.0,665.0,440.0,0.3813213728569405
18.238210678100586,660.0,182.0,665.0,440.0,0.3813213728569405
18.39629030227661,660.0,182.0,665.0,440.0,0.37942515034083757
18.558879375457764,660.0,182.0,665.0,440.0,0.3813213728569405
18.7297945022583,660.0,182.0,665.0,440.0,0.37942515034083757
18.902650833129883,660.0,182.0,665.0,440.0,0.37942515034083757
19.071342706680298,660.0,182.0,665.0,440.0,0.3813213728569405
19.23516345024109,660.0,182.0,665.0,440.0,0.3813213728569405
19.390167951583862,660.0,182.0,665.0,440.0,0.3813213728569405
19.553816556930542,660.0,182.0,665.0,440.0,0.37942515034083757
19.701100826263428,660.0,182.0,665.0,440.0,0.37942515034083757
19.86406707763672,660.0,182.0,665.0,440.0,0.37942515034083757
20.021368265151978,660.0,182.0,665.0,440.0,0.37942515034083757
20.176824808120728,660.0,182.0,665.0,440.0,0.37441301989319264
20.3291072845459,660.0,182.0,665.0,440.0,0.37942515034083757
20.496907711029053,660.0,182.0,665.0,440.0,0.37942515034083757
20.663729667663574,660.0,182.0,665.0,440.0,0.37942515034083757
20.830299854278564,660.0,182.0,665.0,440.0,0.37942515034083757
20.977643966674805,660.0,182.0,665.0,440.0,0.37942515034083757
21.13632559776306,660.0,182.0,665.0,440.0,0.37942515034083757
21.297482013702393,660.0,182.0,665.0,440.0,0.37942515034083757
21.463476419448853,660.0,182.0,665.0,440.0,0.37942515034083757
21.625007152557373,660.0,182.0,665.0,440.0,0.37942515034083757
21.789214611053467,660.0,182.0,665.0,440.0,0.37942515034083757
21.948914289474487,660.0,182.0,665.0,440.0,0.37942515034083757
22.096923828125,660.0,182.0,665.0,440.0,0.37441301989319264
22.249986171722412,660.0,182.0,665.0,440.0,0.3813213728569405
22.401693105697632,660.0,182.0,665.0,440.0,0.3813213728569405
22.558443546295166,660.0,182.0,665.0,440.0,0.3813213728569405
22.70868945121765,660.0,182.0,665.0,440.0,0.37942515034083757
22.871968030929565,660.0,182.0,665.0,440.0,0.37942515034083757
23.03974437713623,660.0,182.0,665.0,440.0,0.37942515034083757
23.203890562057495,660.0,182.0,665.0,440.0,0.37942515034083757
23.39612627029419,660.0,182.0,665.0,440.0,0.37942515034083757
23.598008632659912,660.0,182.0,665.0,440.0,0.37942515034083757
23.79427480697632,660.0,182.0,665.0,440.0,0.37942515034083757
23.99776268005371,660.0,182.0,665.0,440.0,0.37942515034083757
24.196938514709473,660.0,182.0,665.0,440.0,0.37942515034083757
24.40026354789734,660.0,182.0,665.0,440.0,0.37942515034083757
24.60105562210083,660.0,182.0,665.0,440.0,0.37942515034083757
24.795749187469482,660.0,182.0,665.0,440.0,0.37942515034083757
24.999780893325806,660.0,182.0,665.0,440.0,0.37942515034083757
25.195769786834717,660.0,182.0,665.0,440.0,0.37942515034083757
25.39787769317627,660.0,182.0,665.0,440.0,0.37942515034083757
25.59903573989868,660.0,182.0,665.0,440.0,0.37942515034083757
25.799466848373413,660.0,182.0,665.0,440.0,0.37942515034083757
25.996532440185547,660.0,182.0,665.0,440.0,0.37942515034083757
26.199316024780273,660.0,182.0,665.0,440.0,0.37942515034083757
26.39670753479004,660.0,181.0,665.0,440.0,0.3781811180012605
26.60207724571228,660.0,182.0,665.0,440.0,0.37628756708468186
26.797910928726196,660.0,182.0,665.0,440.0,0.37441301989319264
26.9977765083313,660.0,182.0,665.0,440.0,0.37942515034083757
27.19818139076233,660.0,182.0,665.0,440.0,0.37942515034083757
27.39951992034912,660.0,182.0,665.0,440.0,0.37942515034083757
27.6011905670166,660.0,182.0,665.0,440.0,0.37942515034083757
27.79819107055664,660.0,182.0,665.0,440.0,0.37942515034083757
28.00270104408264,660.0,182.0,665.0,440.0,0.37942515034083757
28.200390577316284,660.0,182.0,665.0,440.0,0.37942515034083757
28.40321922302246,660.0,182.0,665.0,440.0,0.37942515034083757
28.635327577590942,660.0,182.0,665.0,440.0,0.37942515034083757
28.80332922935486,660.0,182.0,665.0,440.0,0.37942515034083757
28.999763250350952,660.0,182.0,665.0,440.0,0.37942515034083757
29.20213770866394,660.0,182.0,665.0,440.0,0.37942515034083757
29.40359878540039,660.0,182.0,665.0,440.0,0.37441301989319264
29.60425901412964,660.0,182.0,665.0,440.0,0.37942515034083757
29.804155349731445,660.0,182.0,665.0,440.0,0.37942515034083757
29.999832153320312,660.0,182.0,665.0,440.0,0.37942515034083757
30.199759244918823,660.0,182.0,665.0,440.0,0.37942515034083757
30.401923894882202,660.0,182.0,665.0,440.0,0.37942515034083757
30.607309341430664,660.0,182.0,665.0,440.0,0.37942515034083757
30.80147099494934,660.0,182.0,665.0,440.0,0.3813213728569405
31.003528594970703,660.0,182.0,665.0,440.0,0.3813213728569405
31.204179525375366,660.0,182.0,665.0,440.0,0.37441301989319264
31.406184434890747,660.0,182.0,665.0,440.0,0.37942515034083757
31.60887908935547,660.0,182.0,665.0,440.0,0.37942515034083757
31.805278301239014,660.0,182.0,665.0,440.0,0.37942515034083757
32.00852942466736,660.0,182.0,665.0,440.0,0.37942515034083757
32.20462679862976,660.0,182.0,665.0,440.0,0.37942515034083757
32.402740478515625,660.0,182.0,665.0,440.0,0.37942515034083757
32.60255813598633,660.0,182.0,665.0,440.0,0.37942515034083757
32.80576944351196,660.0,182.0,665.0,440.0,0.3813213728569405
33.00663757324219,660.0,182.0,665.0,440.0,0.37942515034083757
33.20469379425049,660.0,182.0,665.0,440.0,0.37942515034083757
33.40380525588989,660.0,182.0,665.0,440.0,0.37942515034083757
33.606154441833496,660.0,182.0,665.0,440.0,0.37942515034083757
33.8082811832428,660.0,182.0,665.0,440.0,0.37942515034083757
34.00872015953064,660.0,182.0,665.0,440.0,0.37942515034083757
34.20921015739441,660.0,182.0,665.0,440.0,0.37942515034083757
34.40515327453613,660.0,182.0,665.0,440.0,0.37942515034083757
34.60720944404602,660.0,182.0,665.0,440.0,0.37942515034083757
34.80518627166748,660.0,182.0,665.0,440.0,0.37942515034083757
35.00537085533142,660.0,182.0,665.0,440.0,0.3813213728569405
35.21160626411438,660.0,182.0,665.0,440.0,0.3813213728569405
35.407344341278076,660.0,182.0,665.0,440.0,0.37942515034083757
35.61083459854126,660.0,182.0,665.0,440.0,0.3813213728569405
